"Tam spróbowałem pierwszy raz boczek, a ty zrazy.","Tam spróbowałem pierwszy raz boczek, a ty tam spróbowałaś pierwszy raz zrazy."
"Ja częściej piję whiskey, niż on wódkę.","Ja częściej piję whiskey, niż on pije wódkę."
"My przyjechaliśmy ze swoimi kotami, a oni ze swoimi psami.","My przyjechaliśmy ze swoimi kotami, a oni przyjechali ze swoimi psami."
"Grzegorz gotuje makarony, a Weronika pesto.","Grzegorz gotuje makarony, a Weronika gotuje pesto."
"Chciałam piękniejszą czapkę, nie taką.","Chciałam piękniejszą czapkę, nie chciałam taką czapkę."
"On dobrze gotuje zupę z mięsem, a ona bez mięsa.","On dobrze gotuje zupę z mięsem, a ona dobrze gotuje zupę bez mięsa."
A Nina na pianinie.,A Nina gra na pianinie.
"Lidia przeprowadzi się do Krakowa, a jej brat do Warszawy.","Lidia przeprowadzi się do Krakowa, a jej brat przeprowadzi się do Warszawy."
"Ojciec zawsze narzeka, a ja nigdy nie.","Ojciec zawsze narzeka, a ja nigdy nie narzekam."
"W dzieciństwie jadłem dużo lodów, ale teraz jako dorosły mało.","W dzieciństwie jadłem dużo lodów, ale teraz jako dorosły jem mało lodów."
"Umiem sterować łódzią, ale nie samolotem.","Umiem sterować łódzią, ale nie umiem sterować samolotem."
"Co rok czytam ""Wadcę Pierścieni"", a moja dziewczyna ""Hobbita"".","Co rok czytam ""Wadcę Pierścieni"", a moja dziewczyna co rok czyta ""Hobbita""."
"Moja przyjaciółka zawsze bierze prysznic wieczorem, a ja rano.","Moja przyjaciółka zawsze bierze prysznic wieczorem, a ja zawsze biorę prysznic rano."
"Nie jem tyle, ile on.","Nie jem tyle, ile on je."
"Moja matka chce nowego komputera, ale jeszcze nie wie, jakiej marki.","Moja matka chce nowego komputera, ale moja matka jeszcze nie wie, jakiej marki komputera ona chce."
"Oni kupili dmuchany zamek, ale nie wiadomo komu.","Oni kupili dmuchany zamek, ale nie wiadomo komu oni kupili dmuchany zamek."
"Chociaż chcieliśmy złamać prawo, nie odważyliśmy się.","Chociaż chcieliśmy złamać prawo, nie odważyliśmy się złamać prawa."
"Mój brat myśli, że lepiej polować z łukiem, niż z karabinem.","Mój brat myśli, że lepiej polować z łukiem, niż polować z karabinem."
"Jego zabili, ale nie wiem dlaczego.","Jego zabili, ale nie wiem dlaczego go zabili."
Moi rodzice mieszkają w Łodzi i siostra też.,Moi rodzice mieszkają w Łodzi i siostra też mieszka w Łodzi.
A nie do Piotra?,A nie lubi dzwonić do Piotra?
"On ma urodziny w czerwcu, i ona też.","On ma urodziny w czerwcu, i ona też ma urodziny w czerwcu."
"Żukow prowadził swoją armię do Berlina z północy, a Koniew z południa.","Żukow prowadził swoją armię do Berlina z północy, a Koniew prowadził swoją armię do Berlina z południa."
"Sara chce narysować lódkę, a Piotr samolot.","Sara chce narysować lódkę, a Piotr chce narysować samolot."
"Piotr wyleciał ze studiów, ale nie wiemy dokładnie dlaczego.","Piotr wyleciał ze studiów, ale nie wiemy dokładnie dlaczego on wyleciał ze studiów."
"Teraz oni mówią po ukrainsku, nie po rosyjsku.","Teraz oni mówią po ukrainsku, oni nie mówią po rosyjsku."
"Jutro przyniosę lód, a ty piwo.","Jutro przyniosę lód, a ty przynieszesz piwo."
"Moja matka chce nowy komputer, ale jeszcze nie wie, jakiej marki.","Moja matka chce nowy komputer, ale moja matka jeszcze nie wie, jakiej marki komputer ona chce."
"Oni przyszli do mnie nie w środę, a raczej w czwartek.","Oni przyszli do mnie nie w środę, a raczej oni przyszli do mnie w czwartek."
"Tam spróbowałem pierwszy raz boczek, i ty też.","Tam spróbowałem pierwszy raz boczek, i ty tam spróbowałeś pierwszy raz boczek też."
"Moja dziewczyna zawsze chce chodzić do kina, ale ja nigdy nie chcę.","Moja dziewczyna zawsze chce chodzić do kina, ale ja nigdy nie chcę chodzić do kina."
"Przygotuję materiały na poniedziałek, a ty na wtorek.","Przygotuję materiały na poniedziałek, a ty przygotujesz materiały na wtorek."
"Tam spróbowałem pierwszy raz boczek, a ty zrazy.","Tam spróbowałem pierwszy raz boczek, a ty tam spróbowałeś pierwszy raz zrazy."
"Wszyscy nienawidzą naszego domu, ale lubią swój.","Wszyscy nienawidzą naszego domu, ale wszyscy lubią swój dom."
"Dobrzy studenci zawsze robią pracę domową, ale źli studenci nigdy nie.","Dobrzy studenci zawsze robią pracę domową, ale źli studenci nigdy nie robią pracy domowej."
"Ona wie więcej o swoim kraju, niż on.","Ona wie więcej o swoim kraju, niż on wie o jej kraju."
"Kasia gra na klarnecie, a Nina na pianinie.","Kasia gra na klarnecie, a Nina gra na pianinie."
"Maksymowi smakuje herbata, a Ewie kawa.","Maksymowi smakuje herbata, a Ewie smakuje kawa."
"Ona wstała i wyszła, ale jej mąż nie wiedział, dlaczego.","Ona wstała i wyszła, ale jej mąż nie wiedział, dlaczego ona wstała i wyszła."
"Czy nie możesz odpowiedzieć, czy poprostu nie chcesz?","Czy nie możesz odpowiedzieć, czy poprostu nie chcesz odpowiedzieć?"
Kocham ją i ona mnie.,Ja kocham ją i ona kocha mnie.
"One zapytały mnie, czy chcę pojechać nad jezioro, ale nie miałem czasu.","One zapytały mnie, czy chcę pojechać nad jezioro, ale nie miałem czasu pojechać nad jezioro."
"W poniedziałek czytaliśmy pierwszą część noweli, i we wtorek drugą.","W poniedziałek czytaliśmy pierwszą część noweli, i we wtorek czytaliśmy drugą część noweli."
"Jan pisze wiersze, a Bartek powieści.","Jan pisze wiersze, a Bartek pisze powieści."
"A więc: ty idziesz do kierowca, a ja na koniec autobusa.","A więc: ty idziesz do kierowca, a ja idę na koniec autobusa."
"On zawsze zamawia zimne dania, a ona gorące.","On zawsze zamawia zimne dania, a ona zawsze zamawia gorące dania."
"Ja planuję kupić samochód, a ty sprzedać.","Ja planuję kupić samochód, a ty planujesz sprzedać samochód."
"Jako dziecko grałem w baseball, a mój przyjaciel w koszykówkę.","Jako dziecko grałem w baseball, a mój przyjaciel jako dziecko grał w koszykówkę"
"Ona mnie nie lubi, i ja jej.","Ona mnie nie lubi, i ja jej nie lubię."
"Demokraci głosują za nowym prawem, ale Republikanie przciew.","Demokraci głosują za nowym prawem, ale Republikanie głosują przciew nowemu prawu."
"Ona uważa go za dobrą osobę, a on ją.","Ona uważa go za dobrą osobę, a on uważa ją za dobrą osobę."
"Nie chciałem, ale wczoraj poszliśmy do kina.","Nie chciałem pójść do kina, ale wczoraj poszliśmy do kina."
"Ona go zabiła, ale czym nie wiemy.","Ona go zabiła, ale czym go zabiła, nie wiemy."
"Zadałem mu trzy pytania, a jej tylko dwa.","Zadałem mu trzy pytania, a zadałem jej tylko dwa pytania."
"On wątpi, że kiedyś wygra w lotto, ale mimo tego ma nadzieję.","On wątpi, że kiedyś wygra w lotto, ale mimo tego ma nadzieję że kiedyś wygra w lotto."
"Przyszliśmy tu, bo chcieliśmy.","Przyszliśmy tu, bo chcieliśmy przyjść tu."
"Paweł gra na szkrzypcach, Jan na wiolonczeli, i Piotr na pianinie.","Paweł gra na szkrzypcach, Jan gra na wiolonczeli, i Piotr gra na pianinie."
"Moja matka w zoo zawsze chce patrzyć na wydry, a ojciec na pingwiny.","Moja matka w zoo zawsze chce patrzyć na wydry, a ojciec w zoo zawsze chce patrzyć na pingwiny."
"Mój brat myśli, że lepiej polować łukiem, niż karabinem.","Mój brat myśli, że lepiej polować łukiem, niż polować karabinem."
"Dziś pójdziemy do baru, ale jeszcze mi nie powiedzieli, kiedy.","Dziś pójdziemy do baru, ale jeszcze mi nie powiedzieli, kiedy pójdziemy do baru."
Maria lubi dzwonić do Iwana a nie do Piotra.,Maria lubi dzwonić do Iwana a nie ___ do Piotra.
"Ona umarła w 1975, a jej mąż rok później w 1976.","Ona umarła w 1975, a jej mąż umarł rok później w 1976."
"Wolę słuchać jego starych piosenek, niż nowych.","Wolę słuchać jego starych piosenek, niż słuchać jego nowych piosenek."
"Nie umiem tańczyć tanga, ale chciałabym.","Nie umiem tańczyć tanga, ale chciałabym tańczyć tanga."
"Zadałem mu trzy pytania, i ty też.","Zadałem mu trzy pytania, i ty też zadałeś mu trzy pytania."
"My chcemy pojść na wycieczkę do muzeum, a wy do teatru.","My chcemy pojść na wycieczkę do muzeum, a wy chcecie pojść na wycieczkę do teatru."
"Do pizzy zawsze dodaję cebulę, a moja dziewczyna paprykę.","Do pizzy zawsze dodaję cebulę, a moja dziewczyna zawsze dodaje paprykę."
"Osoba opisuje jakieś miasto, ale to nam nie jest jasne, jakie.","Osoba opisuje jakieś miasto, ale to nam nie jest jasne, jakie miasto osoba opisuje."
"W zeszłym roku hodowaliśmy tylko ziemniaki, ale w tym roku i ziemniaki i ogórki.","W zeszłym roku hodowaliśmy tylko ziemniaki, ale w tym roku hodujemy i ziemniaki i ogórki."
"Codziennie rano ojciec je płatki śniadanowe, ale wieczorem stek.","Codziennie rano ojciec je płatki śniadanowe, ale codziennie wieczorem ojciec je stek."
Nienawidzę Marka i ty też.,Nienawidzę Marka i ty też nienawidzisz Marka.
"Musimy kogoś zapytać, ale nie wiemy kogo.","Musimy kogoś zapytać, ale nie wiemy kogo zapytać."
"Nie umiem tańczyć, a mój brat pływać.","Nie umiem tańczyć, a mój brat nie umie pływać."
Dlaczego?,Dlaczego Jan skoczył do studni?
"On ma urodziny w czerwcu, a ona w październiku.","On ma urodziny w czerwcu, a ona ma urodziny w październiku."
"Ja lubię piwo, a ty wino.","Ja lubię piwo, a ty lubisz wino."
"Teraz oni mówią po ukrainsku, nie rosyjsku.","Teraz oni mówią po ukrainsku, oni nie mówią po rosyjsku."
Czy dużo?,Czy dużo niemcy piją piwa?
"Chcę pojechać za granicę, ale nie wiem, gdzie.","Chcę pojechać za granicę, ale nie wiem, gdzie chcę pojechać."
Nienawidzę Marka i ciebie też.,Nienawidzę Marka i ciebie też nienawidzę.
Co roku on przypadkowo rozbija kubek i jego matka też.,Co roku on przypadkowo rozbija kubek i jego matka też co roku przypadkowo rozbija kubek.
"Oficerowie noszą czapki garnizonowe, a żołnierze piechoty proste furażerki.","Oficerowie noszą czapki garnizonowe, a żołnierze piechoty noszą proste furażerki."
