"Nie umiem tańczyć tanga, ale chciałabym tańczyć tanga.",0
"My przyjechaliśmy ze swoimi kotami, a oni przyjechali ze swoimi psami.",0
"Tam spróbowałem pierwszy raz boczek, a ty tam spróbowałaś pierwszy raz zrazy.",0
"Granica Finlandii z Rosją jest długa, granica Finlandii z Norwegią jest krótka, a granica Finlandii ze Szwecją jest średniej długości.",0
"Nie gotuję tak dobrze, jak ty.",1
"Ojciec nie je białej cebuli, ojciec je tylko czerwoną cebulę.",0
"Tam spróbowałem pierwszy raz boczek, a ty zrazy.",1
"On napisał muzykę do piosenki, a ona tekst.",1
"Oni mogą biegać szybciej, niż ja mogę biegać.",0
"Ona go zabiła, ale czym go zabiła, nie wiemy.",0
"W zeszłym roku hodowaliśmy tylko ziemniaki, ale w tym roku i ziemniaki i ogórki.",1
"Ja częściej piję whiskey, niż on pije wódkę.",0
"Coś kupili na rynku, ale jeszcze nam nie powiedzieli co kupili na rynku.",0
"Jerzy mieszka w Łodzi, a Mateusz mieszka w Warszawie.",0
"A więc: ty idziesz do kierowca, a ja na koniec autobusa.",1
"My uczymy się języków, a nasi przyjaciele biznesu.",1
"Ona wstała i wyszła, ale jej mąż nie wiedział, dlaczego.",1
"Nieznajomy dał mi prezent, ale nie wiem, dlaczego.",1
"Nie wiemy dokładnie dlaczego Piotr wyleciał ze studiów, ale wiemy, że Piotr wyleciał ze studiów.",0
"Bardzo chcemy podróźować po Ukrainie, ale teraz nie możemy podróźować po Ukrainie.",0
"On dobrze gotuje zupę z mięsem, a ona dobrze gotuje zupę bez mięsa.",0
"Koszula jest dla mnie trochę za duża, a spodnie za małe.",1
"Jako dziecko grałem w baseball, a mój przyjaciel w koszykówkę.",1
"Mówię po polsku, ale źle mówię.",0
"Często przychodzą do niej sąsiedzi, a czasem krewni.",1
"Zadałem mu trzy pytania, a jej tylko dwa.",1
"Zadałem mu trzy pytania, i zadałem tobie trzy pytania też.",0
"W poniedziałek czytaliśmy pierwszą część noweli, i we wtorek czytaliśmy drugą część noweli.",0
"Codziennie rano ojciec je płatki śniadanowe, i wieczorem też.",1
"Elżbieta i Helena czytają gazetę, a Borys czyta książkę.",0
"Nie gotuję tak dobrze, jak ty gotujesz.",0
"On dobrze rozumie matemetykę, i biologię też.",1
"Ojciec nie je białej cebuli, tylko czerwoną.",1
"Coś kupili na rynku, ale jeszcze nam nie powiedzieli co.",1
"Mój brat myśli, że lepiej polować łukiem, niż karabinem.",1
"Chociaż chcieliśmy złamać prawo, nie odważyliśmy się.",1
"Tam spróbowałem pierwszy raz boczek, i ty też.",1
"W zeszłym roku hodowaliśmy tylko ziemniaki, ale w tym roku hodujemy i ziemniaki i ogórki.",0
"Teraz oni mówią po ukrainsku, nie rosyjsku.",1
"Tam spróbowałem pierwszy raz boczek, i ty tam spróbowałaś pierwszy raz boczek też.",0
"Chciałem herbatę z Chiny, nie Chciałem herbaty z Indii.",0
"W dzieciństwie jadłam dużo lodów, ale teraz jako dorosła jem mało lodów.",0
"Ona wie więcej o swoim kraju, niż on.",1
Moi rodzice mieszkają w Łodzi i siostra też.,1
"Tam spróbowałam pierwszy raz boczek, i też zrazy.",1
"Co rok czytam ""Wadcę Pierścieni"", a moja dziewczyna ""Hobbita"".",1
"Wolę jeść zrazy z wołowiną, a ty z wieprzowiną.",1
"My pojedziemy do parku samochodem, a one rowerem.",1
"Jan pisze wiersze, a Bartek powieści.",1
"Przyszliśmy tu, bo chcieliśmy.",1
"My uczymy się języków, a nasi przyjaciele uczą się biznesu.",0
"Lidia przeprowadzi się do Krakowa, a jej brat przeprowadzi się do Warszawy.",0
"Zadałem mu trzy pytania, i ty też zadałeś mu trzy pytania.",0
"Paweł gra na szkrzypcach, Jan gra na wiolonczeli, i Piotr gra na pianinie.",0
"Ja mam sprzątnąć pokój dziś, a ty _ jutro.",1
"Nie wiemy dokładnie dlaczego, ale wiemy, że Piotr wyleciał ze studiów.",1
"Kobiety wydają mi się ładne, mężczyźni uprzejmi, a dzieci grzeczne.",1
"On naprawił mój samochód, ale nie rozuiem jak on naprawił mój samochód.",0
"On napisał muzykę do piosenki, a ona napisała tekst do piosenki.",0
"My przyjechaliśmy ze swoimi kotami, a oni ze swoimi psami.",1
"Ojciec zawsze narzeka, a ja nigdy nie.",1
"Chciałam piękniejszą czapkę, nie chciałam taką czapkę.",0
"Ona umarła w 1975, a jej mąż umarł rok później w 1976.",0
"Oni kupili dmuchany zamek, ale nie wiadomo komu oni kupili dmuchany zamek.",0
"My chcemy pojść na wycieczkę do muzeum, a wy do teatru.",1
"Kobiety wydają mi się ładne, mężczyźni wydają mi się uprzejmi, a dzieci wydają mi się grzeczne.",0
"Demokraci głosują za nowym prawem, ale Republikanie przciew.",1
"Codziennie rano ojciec je płatki śniadanowe, i codziennie wieczorem ojciec je płatki śniadanowe też.",0
"Nie jem tyle, ile on.",1
"Nieznajomy dał mi prezent, ale nie wiem, dlaczego nieznajomy dał mi prezent.",0
"Przypadkowo zabrałem kubek, a siostra przypadkowo zabrała talerz.",0
"Moi przyjaciele pojadą dotąd samolotem, a ja samochodem.",1
"Oficerowie noszą czapki garnizonowe, a żołnierze piechoty proste furażerki.",1
"Tam spróbowałem pierwszy raz boczek, a ty zrazy.",1
"Ona wie więcej o swoim kraju, niż on wie o jej kraju.",0
"Zadałem mu trzy pytania, i ty też.",1
"Oficerowie noszą czapki garnizonowe, a żołnierze piechoty noszą proste furażerki.",0
"Musimy kogoś zapytać, ale nie wiemy kogo zapytać.",0
"Zrobiłem jedną kanapkę wczoraj rano, i potem jeszcze jedną kanapkę zrobiłem wieczórem.",0
"Zadałem mu trzy pytania, a zadałem jej tylko dwa pytania.",0
"Tam spróbowałem pierwszy raz boczek, i też tam spróbowałem pierwszy raz zrazy.",0
"Sara chce narysować lódkę, a Piotr samolot.",1
"Nie umiem tańczyć, a mój brat nie umie pływać.",0
A nie do Piotra?,1
"W zoo lubię patrzyć na słonie, i w zoo siostra też lubi patrzyć na słonie.",0
"Ona umarła w 1975, a jej mąż rok później w 1976.",1
"Przypadkowo zabrałem kubek, a siostra talerz.",1
"Ja mogę widzieć bez okularów, ale moja żona nie może.",1
"Teraz w Ukrainie walczą z wrogami, a w Ameryce między sobą.",1
"W poniedziałek czytaliśmy pierwszą część noweli, i we wtorek drugą.",1
"Mnie się podoba ta piosenka, ale nie wiem, dlaczego mi się podoba ta piosenka.",0
"Ona wie więcej o swoim kraju, niż on.",1
"Mój brat myśli, że lepiej polować z łukiem, niż z karabinem.",1
"Tam spróbowałem pierwszy raz boczek, i ty też.",1
Dlaczego?,1
"Piotr wyleciał ze studiów, ale nie wiemy dokładnie dlaczego on wyleciał ze studiów.",0
"Do pizzy zawsze dodaję cebulę, a moja dziewczyna zawsze dodaje paprykę.",0
"Grzegorz gotuje makarony, a Weronika pesto.",1
"Ja mogę widzieć bez okularów, ale moja żona nie może widzieć bez okularów.",0
"Wszyscy nienawidzą naszego domu, ale wszyscy lubią swój dom.",0
"Ja lubię piwo, a ty lubisz wino.",0
Dlaczego Jan skoczył do studni?,0
"Oni się śmieją, ale nie wiemy z kogo oni się śmieją.",0
"Nie umiem tańczyć, a mój brat pływać.",1
"Dobrze rozumiem matematykę, ale nie dobrze rozumiem biologię.",0
"Nie umiem gotować tak dobrze, jak ty umiesz gotować.",0
"Kocięta bawią się małymi zabawkami, a psięta dużymi.",1
"On ma urodziny w czerwcu, i ona też ma urodziny w czerwcu.",0
"Moja matka chce nowy komputer, ale jeszcze nie wie, jakiej marki.",1
"Ona go zabiła, ale czym nie wiemy.",1
A Nina gra na pianinie.,0
"Lepiej stracić cały dzień, niż stracić cały tydzień.",0
"Jerzy mieszka w Łodzi, a Mateusz w Warszawie.",1
"On mówi z obcym akcentem, ale nie wiemy dlaczego.",1
"W dzieciństwie jadłem dużo lodów, ale teraz jako dorosły mało.",1
Maria lubi dzwonić do Iwana a nie do Piotra.,0
"Musimy kogoś zapytać, ale nie wiemy kogo.",1
Co roku on przypadkowo rozbija kubek i jego matka też co roku przypadkowo rozbija kubek.,0
"Mój brat myśli, że lepiej polować z łukiem, niż polować z karabinem.",0
"Nie chciałem pójść do kina, ale wczoraj poszliśmy do kina.",0
"Chcę pojechać za granicę, ale nie wiem, gdzie chcę pojechać.",0
"Kocięta bawią się małymi zabawkami, a psięta bawią się dużymi zabawkami.",0
"Jego zabili, ale nie wiem dlaczego.",1
"Tam spróbowałem pierwszy raz boczek, a ty tam spróbowałeś pierwszy raz zrazy.",0
Kocham ją i ona mnie.,1
"Ja częściej piję whiskey, niż on wódkę.",1
"Przyjaciółka zawsze poleca mi nową muzykę, ale jeszcze słucham starej.",1
"Dobrzy studenci zawsze robią pracę domową, ale źli studenci nigdy nie.",1
"Moja matka w zoo zawsze chce patrzyć na wydry, a ojciec w zoo zawsze chce patrzyć na pingwiny.",0
"Przyprawię zupę najpierw papryką, i potem pieprzem.",1
"On dobrze rozumie matemetykę, i on dobrze rozumie biologię też.",0
"Jan pisze wiersze, a Bartek pisze powieści.",0
"On mówi z obcym akcentem, ale nie wiemy dlaczego on mówi z obcym akcentem.",0
A nie lubi dzwonić do Piotra?,0
Ojcowi.,1
"Osoba opisuje jakieś miasto, ale to nam nie jest jasne, jakie.",1
"Teraz oni mówią po ukrainsku, oni nie mówią po rosyjsku.",0
"Moi przyjaciele pojadą dotąd samolotem, a ja pojadę samochodem.",0
"Nie umiem gotować tak dobrze, jak ty.",1
"Oni kupili dmuchany zamek, ale nie wiadomo komu.",1
"On zawsze zamawia zimne dania, a ona zawsze zamawia gorące dania.",0
"Wolę jeść zrazy z wołowiną, a ty wolisz jeść zrazy z wieprzowiną.",0
"Żukow prowadził swoją armię do Berlina z północy, a Koniew prowadził swoją armię do Berlina z południa.",0
"W dzieciństwie jadłam dużo lodów, ale teraz jako dorosła mało.",1
"Codziennie rano ojciec je płatki śniadanowe, ale codziennie wieczorem ojciec je stek.",0
"Ojciec zawsze narzeka, a ja nigdy nie narzekam.",0
