"Lepiej stracić cały dzień, niż stracić cały tydzień.",0
"Nie umiem gotować tak dobrze, jak ty umiesz gotować.",0
"Teraz oni mówią po ukrainsku, nie po rosyjsku.",1
"Bardzo chcemy podróźować po Ukrainie, ale teraz nie możemy.",1
"Teraz w Ukrainie walczą z wrogami, a w Ameryce między sobą.",1
"Jerzy mieszka w Łodzi, a Mateusz w Warszawie.",1
"Przyszliśmy tu, bo chcieliśmy.",1
"Moja matka chce nowy komputer, ale jeszcze nie wie, jakiej marki.",1
"Nie umiem tańczyć tanga, ale chciałabym.",1
"On zawsze zamawia zimne dania, a ona zawsze zamawia gorące dania.",0
"Nie umiem tańczyć tanga, ale chciałabym.",1
"Codziennie rano ojciec je płatki śniadanowe, ale codziennie wieczorem ojciec je stek.",0
"Lidia przeprowadzi się do Krakowa, a jej brat przeprowadzi się do Warszawy.",0
"Nie umiem gotować tak dobrze, jak ty.",1
"Moja matka chce nowy komputer, ale moja matka jeszcze nie wie, jakiej marki komputer ona chce.",0
"Żukow prowadził swoją armię do Berlina z północy, a Koniew z południa.",1
"On dobrze gotuje zupę z mięsem, a ona bez mięsa.",1
"Elżbieta i Helena czytają gazetę, a Borys książkę.",1
"Kocięta bawią się małymi zabawkami, a psięta dużymi.",1
"One zapytały mnie, czy chcę pojechać nad jezioro, ale nie miałem czasu pojechać nad jezioro.",0
"Sara chce narysować lódkę, a Piotr chce narysować samolot.",0
"Nie chciałem, ale wczoraj poszliśmy do kina.",1
"Chciałam piękniejszą czapkę, nie chciałam taką czapkę.",0
"Ja mogę widzieć bez okularów, ale moja żona nie może widzieć bez okularów.",0
"Jako dziecko grałem w baseball, a mój przyjaciel jako dziecko grał w koszykówkę",0
Maria lubi dzwonić do Iwana a nie do Piotra.,0
"Marian często spotyka się z nowymy osobami, a Ewa spotyka się z nowymy osobami rzadko.",0
"Przygotuję materiały na poniedziałek, a ty przygotujesz materiały na wtorek.",0
"Ona uważa go za dobrą osobę, a on ją.",1
"Chciałem piękniejszą czapkę, nie chciałem taką czapkę.",0
"Osoba opisuje jakieś miasto, ale to nam nie jest jasne, jakie miasto osoba opisuje.",0
"Ona umarła w 1975, a jej mąż umarł rok później w 1976.",0
"Zadałem mu trzy pytania, i ty też zadałeś mu trzy pytania.",0
"Oni kupili dmuchany zamek, ale nie wiadomo komu.",1
"Moja matka pracuje nie tylko przed południem, ale też pracuje po południu.",0
"Zadałem mu trzy pytania, i ty też zadałaś mu trzy pytania.",0
"Codziennie rano ojciec je płatki śniadanowe, ale wieczorem stek.",1
"My pojedziemy do parku samochodem, a one rowerem.",1
"Oni kupili dmuchany zamek, ale nie wiadomo komu oni kupili dmuchany zamek.",0
"Codziennie rano ojciec je płatki śniadanowe, i wieczorem też.",1
Więc jakie chcesz!?,0
"Dobrzy studenci zawsze robią pracę domową, ale źli studenci nigdy nie.",1
"Czy nie możesz odpowiedzieć, czy poprostu nie chcesz?",1
"Nie jem tyle, ile on.",1
"Tam spróbowałem pierwszy raz boczek, i ty tam spróbowałeś pierwszy raz boczek też.",0
"Wolę słuchać jego starych piosenek, niż nowych.",1
"W zeszłym roku hodowaliśmy tylko ziemniaki, ale w tym roku hodujemy i ziemniaki i ogórki.",0
Nienawidzę Marka i ciebie też nienawidzę.,0
Dlaczego?,1
"Tam spróbowałem pierwszy raz boczek, a ty tam spróbowałaś pierwszy raz zrazy.",0
Czy dużo niemcy piją piwa?,0
"Ja mogę widzieć bez okularów, ale moja żona nie może.",1
"Ona wie więcej o swoim kraju, niż on wie o swoim kraju.",0
"Ojciec zawsze narzeka, a ja nigdy nie.",1
"Tam spróbowałem pierwszy raz boczek, i też zrazy.",1
"On ma urodziny w czerwcu, a ona ma urodziny w październiku.",0
"Maksymowi smakuje herbata, a Ewie kawa.",1
"Nie wiemy dokładnie dlaczego, ale wiemy, że Piotr wyleciał ze studiów.",1
"Tam spróbowałem pierwszy raz boczek, i ty też.",1
"Dziś pójdziemy do baru, ale jeszcze mi nie powiedzieli, kiedy pójdziemy do baru.",0
"Grzegorz gotuje makarony, a Weronika gotuje pesto.",0
"Zadałem mu trzy pytania, i tobie też.",1
"Kocięta bawią się małymi zabawkami, a psięta bawią się dużymi zabawkami.",0
"Przygotuję materiały na poniedziałek, a ty na wtorek.",1
"Tam spróbowałem pierwszy raz boczek, i ty tam spróbowałaś pierwszy raz boczek też.",0
"Wczoraj coś mi się śniło, ale nie pamiętam co mi się sniło.",0
"W zeszłym roku hodowaliśmy tylko ziemniaki, ale w tym roku i ziemniaki i ogórki.",1
"Zadałem mu trzy pytania, a jej tylko dwa.",1
"My chcemy pojść na wycieczkę do muzeum, a wy chcecie pojść na wycieczkę do teatru.",0
Więc jakie!?,1
"Ona wie więcej o swoim kraju, niż on.",1
Ojcowi.,1
"Chciałem herbatę z Chiny, nie Chciałem herbaty z Indii.",0
"Do pizzy zawsze dodaję cebulę, a moja dziewczyna zawsze dodaje paprykę.",0
"On naprawił mój samochód, ale nie rozuiem jak.",1
"Ojciec nie je białej cebuli, tylko czerwoną.",1
"Mój brat myśli, że lepiej polować łukiem, niż karabinem.",1
"Nie umiem tańczyć tanga, ale chciałabym tańczyć tanga.",0
"Chcę pojechać za granicę, ale nie wiem, gdzie chcę pojechać.",0
"Jan pisze wiersze, a Bartek powieści.",1
"Oni się śmieją, ale nie wiemy z kogo.",1
"Moja dziewczyna zawsze chce chodzić do kina, ale ja nigdy nie chcę chodzić do kina.",0
"Musimy kogoś zapytać, ale nie wiemy kogo.",1
"Co rok czytam ""Wadcę Pierścieni"", a moja dziewczyna co rok czyta ""Hobbita"".",0
"Maksymowi smakuje czekolada, a Ewie słodzycze.",1
"Chcę pojechać za granicę, ale nie wiem, gdzie.",1
"W poniedziałek czytaliśmy pierwszą część noweli, i we wtorek drugą.",1
"Granica Finlandii z Rosją jest długa, granica Finlandii z Norwegią jest krótka, a granica Finlandii ze Szwecją jest średniej długości.",0
"My przyjechaliśmy ze swoimi kotami, a oni przyjechali ze swoimi psami.",0
"My chcemy pojść na wycieczkę do muzeum, a wy do teatru.",1
"Coś kupili na rynku, ale jeszcze nam nie powiedzieli co.",1
Maria lubi dzwonić do Iwana a nie do Piotra.,1
"Teraz w Ukrainie walczą z wrogami, a w Ameryce walczą między sobą.",0
"Ona mnie nie lubi, i ja jej nie lubię.",0
"A więc: ty idziesz do kierowca, a ja idę na koniec autobusa.",0
"Mówię po polsku, ale źle.",1
"Nieznajomy dał mi prezent, ale nie wiem, dlaczego.",1
"Koszula jest dla mnie trochę za duża, a spodnie za małe.",1
Moi rodzice mieszkają w Łodzi i siostra też.,1
"Oni mogą biegać szybciej, niż ja mogę biegać.",0
Jan uśmiecha się i Paweł wie dlaczego.,1
"Chciałam piękniejszą czapkę, nie taką.",1
"Zrobiłem jedną kanapkę wczoraj rano, i potem jeszcze jedną wieczórem.",1
"Osoba opisuje jakieś miasto, ale to nam nie jest jasne, jakie.",1
"Tam spróbowałam pierwszy raz boczek, i też tam spróbowałam pierwszy raz zrazy.",0
"Nie umiem tańczyć, a mój brat nie umie pływać.",0
"Tam spróbowałem pierwszy raz boczek, a ty tam spróbowałeś pierwszy raz zrazy.",0
"Nie gotuję tak dobrze, jak ty.",1
"Oficerowie noszą czapki garnizonowe, a żołnierze piechoty proste furażerki.",1
"Przyprawię zupę najpierw papryką, i potem pieprzem.",1
"Umiem sterować łódzią, ale nie umiem sterować samolotem.",0
"On ma urodziny w czerwcu, i ona też.",1
"On naprawił mój samochód, ale nie rozuiem jak on naprawił mój samochód.",0
"Mój brat myśli, że lepiej polować łukiem, niż polować karabinem.",0
Ja kocham ją i ona mnie.,1
"Mój brat myśli, że lepiej polować z łukiem, niż z karabinem.",1
A Nina gra na pianinie.,0
"Zadałem mu trzy pytania, i ty też.",1
"Zadałem mu trzy pytania, a zadałem jej tylko dwa pytania.",0
"Ojciec zawsze narzeka, a ja nigdy nie narzekam.",0
"Piotr wyleciał ze studiów, ale nie wiemy dokładnie dlaczego on wyleciał ze studiów.",0
"Ona uważa go za dobrą osobę, a on uważa ją za dobrą osobę.",0
"Ona go zabiła, ale czym go zabiła, nie wiemy.",0
"Ja mam sprzątnąć pokój dziś, a ty _ jutro.",1
Nienawidzę Marka i ty też.,1
"Przypadkowo zabrałem kubek, a siostra talerz.",1
"Ja planuję kupić samochód, a ty planujesz sprzedać samochód.",0
"Często przychodzą do niej sąsiedzi, a czasem przychodzą do niej krewni.",0
"Nie wiemy dokładnie dlaczego Piotr wyleciał ze studiów, ale wiemy, że Piotr wyleciał ze studiów.",0
"Ojciec nie je białej cebuli, ojciec je tylko czerwoną cebulę.",0
"Na Boże Narodzenie moja siostra gotuje pierogi z ziemniakami, a na Boże Narodzenie ja gotuję pierogi ze śliwką.",0
"Moja matka chce nowego komputera, ale jeszcze nie wie, jakiej marki.",1
"Jutro przyniosę lód, a ty przynieszesz piwo.",0
"Oficerowie noszą czapki garnizonowe, a żołnierze piechoty noszą proste furażerki.",0
"Moja przyjaciółka zawsze bierze prysznic wieczorem, a ja rano.",1
"Jako dziecko grałem w baseball, a mój przyjaciel w koszykówkę.",1
"W dzieciństwie jadłem dużo lodów, ale teraz jako dorosły jem mało lodów.",0
"Chciałem piękniejszą czapkę, nie taką.",1
"Wczoraj coś mi się śniło, ale nie pamiętam co.",1
"Elżbieta i Helena czytają gazetę, a Borys czyta książkę.",0
"Dobrze rozumiem matematykę, ale nie biologię.",1
"Oni mogą biegać szybciej, niż ja.",1
"Mówię po polsku, ale źle mówię.",0
"Teraz oni mówią po ukrainsku, oni nie mówią po rosyjsku.",0
"Kasia gra na klarnecie, a Nina gra na pianinie.",0
"Moi przyjaciele pojadą dotąd samolotem, a ja pojadę samochodem.",0
Dlaczego Jan skoczył do studni?,0
"Teraz oni mówią po ukrainsku, oni nie mówią po rosyjsku.",0
Czy dużo?,1
"Dziś pójdziemy do baru, ale jeszcze mi nie powiedzieli, kiedy.",1
"W zoo lubię patrzyć na słonie, i siostra też.",1
"Przyszliśmy tu, bo chcieliśmy przyjść tu.",0
"Dobrze rozumiem matematykę, ale nie dobrze rozumiem biologię.",0
Co roku on przypadkowo rozbija kubek i jego matka też.,1
"Tam spróbowałem pierwszy raz boczek, i ty też.",1
"Moja matka w zoo zawsze chce patrzyć na wydry, a ojciec w zoo zawsze chce patrzyć na pingwiny.",0
Ja kocham ją i ona kocha mnie.,0
"Jego zabili, ale nie wiem dlaczego go zabili.",0
A nie do Piotra?,1
"Moja dziewczyna zawsze chce chodzić do kina, ale ja nigdy nie chcę.",1
"Maksymowi smakuje herbata, a Ewie smakuje kawa.",0
"Zrobiłem jedną kanapkę wczoraj rano, i potem jeszcze jedną kanapkę zrobiłem wieczórem.",0
"Ona mnie nie lubi, i ja jej.",1
"Piotr wyleciał ze studiów, ale nie wiemy dokładnie dlaczego.",1
"Przyjaciółka zawsze poleca mi nową muzykę, ale jeszcze słucham starej.",1
"Żukow prowadził swoją armię do Berlina z północy, a Koniew prowadził swoją armię do Berlina z południa.",0
"On dobrze rozumie matemetykę, i biologię też.",1
"Ona umarła w 1975, a jej mąż rok później w 1976.",1
"Ja przyprawię zupę papryką, a ty pieprzem.",1
"Ja częściej piję whiskey, niż on wódkę.",1
Ojcowi kupili samchód.,0
"Czy nie możesz odpowiedzieć, czy poprostu nie chcesz odpowiedzieć?",0
"Jutro przyniosę lód, a ty piwo.",1
"On wątpi, że kiedyś wygra w lotto, ale mimo tego ma nadzieję że kiedyś wygra w lotto.",0
Kocham ją i ona mnie.,1
"Dobrzy studenci zawsze robią pracę domową, ale źli studenci nigdy nie robią pracy domowej.",0
"Sara chce narysować lódkę, a Piotr samolot.",1
"On wątpi, że kiedyś wygra w lotto, ale mimo tego ma nadzieję.",1
"W dzieciństwie jadłam dużo lodów, ale teraz jako dorosła mało.",1
"Co rok czytam ""Wadcę Pierścieni"", a moja dziewczyna ""Hobbita"".",1
"Lidia przeprowadzi się do Krakowa, a jej brat do Warszawy.",1
"Oni przyszli do mnie nie w środę, a raczej oni przyszli do mnie w czwartek.",0
"On napisał muzykę do piosenki, a ona tekst.",1
"Przypadkowo zabrałem kubek, a siostra przypadkowo zabrała talerz.",0
"Bardzo chcemy podróźować po Ukrainie, ale teraz nie możemy podróźować po Ukrainie.",0
"Paweł gra na szkrzypcach, Jan gra na wiolonczeli, i Piotr gra na pianinie.",0
"Tam spróbowałem pierwszy raz boczek, i też tam spróbowałem pierwszy raz zrazy.",0
"Mnie się podoba ta piosenka, ale nie wiem, dlaczego.",1
"Wszyscy nienawidzą naszego domu, ale wszyscy lubią swój dom.",0
"Chociaż chcieliśmy złamać prawo, nie odważyliśmy się.",1
"W dzieciństwie jadłam dużo lodów, ale teraz jako dorosła jem mało lodów.",0
"Moi przyjaciele pojadą dotąd samolotem, a ja samochodem.",1
"One zapytały mnie, czy chcę pojechać nad jezioro, ale nie miałem czasu.",1
A nie lubi dzwonić do Piotra?,0
"Ja mam sprzątnąć pokój dziś, a ty masz sprzątnąć pokój jutro.",0
"On dobrze rozumie matemetykę, i on dobrze rozumie biologię też.",0
"Chociaż chcieliśmy złamać prawo, nie odważyliśmy się złamać prawa.",0
"Marian często spotyka się z nowymy osobami, a Ewa rzadko.",1
"Moja matka pracuje nie tylko przed południem, ale też po południu.",1
"Nie jem tyle, ile on je.",0
"My uczymy się języków, a nasi przyjaciele biznesu.",1
"Grzegorz gotuje makarony, a Weronika pesto.",1
Nienawidzę Marka i ty też nienawidzisz Marka.,0
"Ona wstała i wyszła, ale jej mąż nie wiedział, dlaczego ona wstała i wyszła.",0
"Ona go zabiła, ale czym nie wiemy.",1
"Nie chciałem pójść do kina, ale wczoraj poszliśmy do kina.",0
"Przyjaciółka zawsze poleca mi nową muzykę, ale jeszcze słucham starej muzyki.",0
Moi rodzice mieszkają w Łodzi i siostra też mieszka w Łodzi.,0
"Demokraci głosują za nowym prawem, ale Republikanie głosują przciew nowemu prawu.",0
"Koszula jest dla mnie trochę za duża, a spodnie są dla mnie trochę za małe.",0
"Ja przyprawię zupę papryką, a ty przyprawisz zupę pieprzem.",0
"Moja matka w zoo zawsze chce patrzyć na wydry, a ojciec na pingwiny.",1
"On ma urodziny w czerwcu, i ona też ma urodziny w czerwcu.",0
"Tam spróbowałem pierwszy raz boczek, a ty zrazy.",1
"Nie umiem tańczyć tanga, ale chciałabym umieć tańczyć tanga.",0
"Moja przyjaciółka zawsze bierze prysznic wieczorem, a ja zawsze biorę prysznic rano.",0
"Oni się śmieją, ale nie wiemy z kogo oni się śmieją.",0
"Teraz oni mówią po ukrainsku, nie rosyjsku.",1
"Ja lubię piwo, a ty wino.",1
"Ja częściej piję whiskey, niż on pije wódkę.",0
"Moja matka chce nowego komputera, ale moja matka jeszcze nie wie, jakiej marki komputera ona chce.",0
"On dobrze gotuje zupę z mięsem, a ona dobrze gotuje zupę bez mięsa.",0
"Granica Finlandii z Rosją jest długa, __ z Norwegią _ krótka, a __ ze Szwecją _ średniej długości.",1
"On napisał muzykę do piosenki, a ona napisała tekst do piosenki.",0
"Ona wstała i wyszła, ale jej mąż nie wiedział, dlaczego.",1
"Tam spróbowałam pierwszy raz boczek, i też zrazy.",1
"Zadałem mu trzy pytania, i zadałem tobie trzy pytania też.",0
"Lepiej stracić cały dzień, niż cały tydzień.",1
"My pojedziemy do parku samochodem, a one pojadą do parku rowerem.",0
"Demokraci głosują za nowym prawem, ale Republikanie przciew.",1
"Kobiety wydają mi się ładne, mężczyźni uprzejmi, a dzieci grzeczne.",1
"My uczymy się języków, a nasi przyjaciele uczą się biznesu.",0
"Nie gotuję tak dobrze, jak ty gotujesz.",0
"Maksymowi smakuje czekolada, a Ewie smakują słodzycze.",0
"Często przychodzą do niej sąsiedzi, a czasem krewni.",1
